label	edp0	edp1	edp2	edp3	edp4	edp5	edp6	edp7	edp8	edp9	edp10	edp11	edp12	edp13	edp14	edp15	edp16	edp17	edp18	edp19
1	1.97890625	2.487239583	1.90390625	2.376302083	2.602864583	1.88984375	2.57265625	3.193489583	2.214322917	3.35703125	2.57734375	2.234635417	1.915364583	2.243489583	2.800260417	2.278385417	2.048697917	2.052864583	1.88671875	2.591927083
1	1.621875	1.853125	2.4890625	2.055208333	1.963541667	2.08125	2.340104167	1.935416667	1.5	2.169270833	2.547916667	2.059895833	1.622395833	1.770833333	2.740104167	2.255729167	1.8640625	3.575	1.461979167	1.780208333
1	2.480989583	1.762760417	2.420052083	2.443489583	1.34609375	1.71796875	1.51953125	1.786197917	1.448697917	1.919010417	2.209635417	1.324739583	1.60234375	1.642447917	1.675260417	2.288802083	2.03203125	4.24296875	1.768489583	1.87421875
1	2.482552083	3.381510417	2.408072917	2.66796875	2.72734375	2.11640625	2.120052083	2.556510417	4.029427083	2.584635417	2.897135417	2.43046875	2.334114583	5.472135417	3.63671875	2.19765625	2.326302083	2.460677083	3.665885417	2.21640625
1	3.123697917	1.97265625	2.153385417	3.16796875	1.795572917	2.134114583	2.012760417	2.179427083	2.061197917	2.534635417	3.289322917	1.751822917	2.02578125	2.828385417	2.75078125	2.023177083	1.37421875	2.241927083	2.051822917	2.255989583
1	1.746354167	2.427083333	1.527083333	3.183854167	1.6203125	1.751041667	2.546354167	1.498958333	1.358333333	2.050520833	2.633333333	1.564583333	1.803125	2.059375	3.953645833	1.6359375	1.6125	2.125520833	1.483333333	1.705208333
1	1.91796875	1.615885417	1.663802083	1.52265625	1.172135417	1.36640625	1.60078125	2.00234375	1.298177083	2.10703125	2.14609375	1.420572917	1.65390625	1.406510417	1.607552083	2.400260417	1.726822917	1.655989583	1.40390625	1.984635417
1	1.803385417	2.117447917	1.831510417	2.598697917	1.62265625	1.815364583	2.029427083	2.473177083	1.379427083	2.777864583	2.78359375	1.875260417	1.76796875	2.166927083	4.186197917	1.751822917	1.203385417	2.13203125	1.50390625	2.360677083
1	2.259114583	1.876302083	1.80546875	2.663802083	1.594010417	1.485677083	1.99453125	2.870572917	1.919010417	2.619010417	2.663802083	1.461197917	2.014322917	2.28515625	3.24140625	2.299739583	1.535677083	3.509114583	1.72109375	2.362239583
1	1.978125	2.481770833	1.994791667	3.065625	2.190625	1.598958333	2.294270833	2.139583333	1.544270833	2.8359375	2.759895833	1.752083333	2.0484375	1.997395833	3.3640625	1.7421875	1.447395833	2.816666667	1.4484375	2.746354167
1	2.75546875	2.89921875	2.505989583	2.599739583	1.910677083	2.251822917	2.74765625	2.093489583	2.27421875	2.78984375	2.569010417	2.770052083	1.77421875	2.974739583	2.202864583	2.53828125	1.845052083	4.764322917	2.160677083	2.37109375
1	1.968229167	1.636458333	1.5453125	2.121354167	1.371875	1.744270833	1.925	2.6203125	1.505208333	2.304166667	2.205729167	1.603645833	1.423958333	1.8765625	1.556770833	2.405729167	1.565625	1.716145833	1.3734375	1.891666667
1	2.287239583	2.240364583	2.20234375	2.863802083	1.869010417	2.241927083	2.481510417	3.17421875	2.165364583	2.70234375	2.727864583	1.935677083	1.867447917	3.322135417	2.654427083	2.183072917	2.02421875	3.77421875	2.052864583	2.381510417
1	1.806510417	2.218489583	1.737239583	1.846614583	1.61953125	2.215885417	2.815885417	2.42421875	1.424739583	2.51796875	2.198177083	2.17265625	1.43515625	1.601822917	1.859114583	1.60390625	1.47421875	1.859635417	1.187760417	2.12109375
1	3.357291667	2.2703125	1.798958333	2.602604167	2.398958333	2.778125	2.048958333	1.974479167	2.776041667	2.105729167	2.295833333	1.625520833	1.896354167	2.534375	1.89375	2.002604167	1.927083333	2.905208333	1.722916667	1.955729167
1	2.680208333	3.086458333	2.396354167	2.346875	2.481770833	2.155729167	2.244270833	1.980208333	2.4625	2.475520833	3.022916667	2.031770833	2.108333333	2.413020833	1.9265625	2.078125	1.7734375	2.166666667	3.5734375	1.965625
1	2.047395833	2.004166667	2.6359375	2.696354167	1.691145833	2.403125	3.076041667	2.419791667	1.791145833	2.988541667	3.021354167	2.538020833	1.841145833	2.719270833	1.616145833	2.145833333	2.132291667	2.077083333	1.877083333	2.474479167
1	2.119791667	2.532291667	1.802604167	2.0859375	2.828645833	2.027604167	1.9375	3.056770833	1.852604167	2.572395833	2.5484375	1.843229167	2.215625	2.378645833	2.740104167	2.111979167	1.956770833	3.484895833	1.796354167	2.2984375
1	2.248697917	1.909635417	2.248177083	2.78828125	1.759635417	2.13046875	2.695052083	2.976822917	2.247135417	3.718489583	3.373697917	1.936197917	2.172135417	3.33046875	2.589322917	2.712760417	2.014322917	2.142447917	2.157552083	2.88671875
1	1.81328125	1.88359375	2.526302083	2.331510417	1.56796875	1.596614583	2.346614583	3.13828125	1.489322917	2.424739583	2.53515625	2.109635417	1.773697917	2.378385417	2.361197917	1.657552083	1.371614583	2.04453125	2.168489583	1.945572917
1	1.8625	2.784375	2.680729167	2.2015625	2.451041667	2.809375	2.5734375	3.002604167	3.971354167	2.7359375	2.7046875	2.302083333	2.027604167	2.184375	2.097395833	2.0546875	2.213541667	3.596875	1.946875	2.2578125
1	2.569791667	1.9078125	2.477083333	2.971354167	1.913541667	2.022916667	2.351041667	1.927083333	2.0765625	2.473958333	2.591145833	2.2015625	1.7984375	3.756770833	2.133333333	2.458854167	2.581770833	3.211979167	2.90625	2.381770833
1	2.674739583	2.03046875	1.807552083	2.104427083	1.612239583	2.089322917	2.03515625	2.335677083	1.861197917	2.252864583	2.55546875	1.763802083	1.92421875	2.426302083	2.820572917	1.97109375	1.455989583	2.61328125	1.893489583	2.194010417
1	2.250260417	2.377864583	2.158072917	2.197135417	1.77734375	2.180989583	2.36015625	2.287760417	1.43203125	2.54609375	2.300260417	2.151302083	1.666927083	3.134114583	2.958072917	1.75546875	1.26953125	3.62890625	1.88515625	2.191927083
1	2.48125	1.377083333	1.6234375	1.525520833	1.3515625	1.6859375	1.6953125	2.366666667	1.254166667	2.038541667	2.528125	1.403645833	1.488020833	2.025	2.889583333	1.750520833	1.613541667	1.55625	1.320833333	1.585416667
1	2.548697917	1.673697917	1.964322917	2.37890625	1.50859375	2.685677083	1.923697917	2.01640625	2.005989583	2.240364583	2.52734375	1.482552083	2.259635417	2.314322917	2.097135417	1.935677083	1.597135417	2.28203125	2.341927083	1.980989583
1	2.572135417	2.05078125	1.98671875	2.751822917	1.84453125	1.59453125	2.111197917	3.932552083	1.832552083	3.47578125	3.30390625	1.673177083	2.220572917	3.22265625	3.44453125	2.112239583	2.08984375	3.243489583	2.674739583	2.97578125
1	2.255208333	1.329166667	1.691666667	1.818229167	1.3109375	1.859375	1.8734375	1.602083333	1.659375	1.988541667	2.208854167	1.382291667	1.348958333	1.413541667	1.445833333	1.936458333	1.6859375	1.578645833	1.416666667	1.801041667
1	2.065885417	1.52109375	1.91328125	2.132552083	1.407552083	1.84921875	1.94140625	2.454427083	1.820052083	2.202864583	2.777864583	1.677864583	1.851302083	1.563802083	2.09921875	2.203385417	1.99609375	3.886197917	1.417447917	1.890364583
1	4.612239583	2.602864583	2.384635417	3.03515625	2.086197917	2.495052083	2.173177083	2.844010417	2.238802083	2.63515625	2.778385417	1.870572917	2.273697917	3.341927083	2.523177083	2.017447917	1.49765625	3.269010417	2.415885417	2.424739583
1	2.2171875	1.729166667	2.228125	2.432291667	1.921875	1.690104167	2.411458333	3.705208333	1.796875	3.03125	3.103645833	1.86875	2.128645833	3.944270833	3.455208333	2.1765625	1.981770833	3.883333333	2.964583333	2.666145833
1	1.98984375	2.055989583	2.858072917	2.898697917	1.731510417	2.534635417	2.481510417	2.404947917	2.440364583	3.39609375	3.445052083	2.103385417	2.173697917	2.899739583	2.642447917	2.861197917	2.179427083	4.194010417	2.209114583	2.74453125
1	2.527864583	1.88203125	2.302864583	3.490885417	2.48671875	1.95546875	2.32265625	2.96328125	2.66640625	3.207552083	2.921614583	1.668489583	2.020052083	2.984114583	2.507552083	2.624739583	1.97109375	2.30703125	2.224739583	3.061197917
1	2.6046875	2.43125	2.2578125	2.284375	2.184895833	1.859895833	1.7859375	3.103125	1.590104167	2.452604167	2.31875	1.6390625	1.771875	3.027083333	2.452083333	2.066145833	1.99375	3.432291667	2.521875	2.4734375
1	2.016927083	2.187239583	1.841927083	2.351302083	1.57109375	1.900260417	2.195572917	2.22890625	1.499739583	2.508072917	2.609635417	1.734114583	1.755989583	2.305989583	2.94765625	1.826302083	1.953385417	2.765364583	1.887760417	2.191927083
1	2.0125	1.830729167	2.979166667	2.335416667	2.355208333	1.6984375	2.104166667	2.947916667	2.361979167	3.125520833	3.440104167	1.718229167	2.169270833	3.630729167	2.626041667	2.9734375	2.165625	4.217708333	2.877604167	2.554166667
1	1.77578125	2.57109375	2.845052083	3.082552083	2.21796875	2.18515625	3.008072917	2.915364583	2.708072917	3.404947917	3.30859375	2.658072917	2.42734375	3.93359375	3.476302083	2.226822917	1.98671875	3.89765625	2.58828125	2.82578125
1	3.24765625	2.88984375	2.365885417	3.73046875	2.662239583	2.060677083	2.70546875	3.65703125	1.837760417	2.784114583	2.689322917	2.14609375	2.097135417	5.233072917	2.34140625	2.246614583	2.20546875	3.42109375	3.012760417	2.565885417
1	2.567447917	2.266927083	2.815885417	3.09296875	1.93671875	2.627864583	2.658072917	3.447135417	3.13359375	4.324739583	3.410677083	2.628385417	2.400260417	4.05078125	2.318489583	2.30078125	1.879427083	3.290885417	2.328385417	3.47265625
2	2.552864583	2.66640625	1.93984375	2.559635417	1.651302083	1.704427083	2.52734375	3.283072917	1.732552083	3.495572917	3.22734375	1.79609375	2.436197917	2.34609375	1.587760417	2.52421875	1.967447917	1.881510417	1.47421875	3.099739583
2	4.140885417	3.05546875	2.842447917	2.927864583	2.178385417	2.79765625	3.11953125	3.172135417	2.801302083	3.626302083	3.981510417	2.55703125	3.36328125	3.40546875	2.476822917	2.720052083	2.94765625	3.76171875	2.416927083	3.675260417
2	3.020833333	2.933333333	2.358333333	2.968229167	2.2953125	3.225520833	3.103125	3.196875	2.453125	3.658854167	4.177083333	2.333854167	3.336979167	3.344791667	2.3078125	2.617708333	2.729166667	2.972395833	2.239583333	3.102604167
2	2.285677083	2.632552083	2.285677083	2.462239583	2.249739583	1.72109375	2.24453125	2.112239583	1.603385417	2.410677083	2.674739583	2.932552083	1.768489583	2.410677083	2.516927083	2.421614583	2.658072917	4.270052083	1.67890625	2.21328125
2	2.331510417	1.60546875	2.247135417	1.623697917	1.440885417	2.054427083	1.811197917	2.612239583	1.724739583	2.248177083	2.480989583	1.358072917	1.56796875	2.14140625	2.625260417	1.99453125	1.19296875	1.76015625	1.76171875	1.90234375
2	2.15234375	2.012239583	2.84921875	2.52421875	2.230989583	1.935677083	2.301822917	2.65859375	1.62109375	2.45390625	2.448177083	2.470052083	1.79609375	2.686197917	1.784114583	2.467447917	1.90859375	3.51796875	1.86171875	1.928385417
2	2.769010417	2.564322917	1.831510417	2.290885417	1.638802083	2.134114583	2.100260417	3.028385417	2.372135417	2.87578125	3.18984375	1.77265625	2.057552083	2.434114583	1.52109375	2.337760417	1.774739583	1.900260417	1.805989583	2.548697917
2	1.87421875	2.52265625	2.94296875	2.34609375	2.207552083	2.67734375	2.098697917	2.587239583	3.444010417	3.692447917	3.163802083	2.81171875	2.917447917	2.48046875	2.529427083	2.08984375	1.894010417	3.100260417	2.43515625	2.748177083
2	2.18671875	2.67578125	1.93203125	2.201302083	1.723177083	2.684114583	2.209635417	2.59296875	1.47421875	2.677864583	2.714322917	2.09453125	2.695052083	2.57734375	2.630989583	1.931510417	1.81015625	2.724739583	1.583072917	2.457552083
2	2.041145833	2.938020833	1.932291667	1.89375	2.327083333	2.495833333	2.254166667	2.209375	1.396354167	2.3625	2.521875	1.954166667	2.083854167	2.2796875	1.9046875	1.965625	1.75625	1.809375	1.443229167	1.999479167
2	2.459114583	1.686197917	2.08046875	2.562760417	1.504427083	1.47265625	1.691927083	2.296614583	2.595572917	2.351822917	2.52578125	1.347135417	1.622135417	1.674739583	2.773697917	1.869010417	2.17890625	3.51015625	1.607552083	2.028385417
2	1.998177083	2.545572917	1.984114583	2.48828125	1.734114583	2.419010417	2.38984375	3.061197917	2.163802083	2.80546875	3.042447917	2.054947917	2.92109375	2.713802083	2.035677083	1.91953125	2.031510417	1.881510417	1.73671875	2.70859375
2	3.46640625	1.87578125	1.923697917	2.194010417	1.55390625	1.80546875	1.942447917	3.40078125	1.854427083	2.847135417	3.08515625	1.849739583	2.279947917	2.492447917	2.90234375	2.210677083	2.103385417	2.773177083	2.396614583	2.801302083
2	2.66015625	2.17734375	2.31171875	2.576302083	1.692447917	2.118489583	2.094010417	3.129947917	1.720052083	2.872135417	3.79921875	1.863802083	2.243489583	2.41015625	2.266927083	2.289322917	2.27109375	3.717447917	1.945052083	2.270572917
2	2.263541667	2.1328125	4.200520833	2.802604167	1.894270833	2.290625	2.335416667	2.851041667	3.8921875	4.809895833	3.180208333	2.384895833	2.1828125	4.049479167	2.324479167	2.470833333	2.286458333	2.496875	2.755208333	3.391666667
2	1.884635417	2.516927083	1.829427083	1.724739583	2.230989583	2.022135417	2.457552083	2.530989583	2.301822917	2.77578125	2.289322917	2.35390625	1.603385417	1.849739583	2.33203125	1.75078125	1.450260417	3.530989583	1.610677083	2.435677083
2	2.001822917	3.434114583	2.401302083	2.611197917	2.162239583	2.835677083	2.84140625	3.055989583	3.323177083	2.796614583	2.838802083	2.446614583	2.15859375	3.629427083	2.33984375	2.156510417	1.81015625	4.080989583	2.78359375	2.46796875
2	3.188802083	3.121614583	2.663802083	2.50390625	2.21640625	3.251822917	2.141927083	2.879427083	2.270052083	3.795052083	3.515364583	2.055989583	3.741927083	2.612760417	2.230989583	2.342447917	2.414322917	3.813802083	2.804427083	3.580989583
2	2.527864583	2.340885417	2.797135417	3.116927083	2.312239583	3.222135417	3.97109375	3.358072917	2.602864583	4.014322917	3.695572917	2.19609375	2.65390625	2.667447917	2.984114583	3.487760417	2.170572917	4.559635417	2.095572917	3.06953125
2	1.887760417	3.276822917	2.068489583	2.544010417	3.24609375	3.457552083	2.789322917	2.67109375	1.93671875	2.694010417	3.06484375	2.31953125	2.231510417	2.212760417	2.630989583	1.882552083	1.645572917	4.81484375	2.368489583	2.597135417
2	2.314583333	2.619791667	2.393229167	2.74375	1.9109375	2.9625	2.150520833	2.4796875	3.677604167	3.090104167	3.361979167	1.859375	2.884375	2.511458333	1.620833333	2.001041667	1.7828125	2.061458333	2.1703125	2.781770833
2	2.272135417	3.498177083	2.145572917	2.648177083	2.001822917	2.830989583	2.101302083	3.31328125	1.958072917	2.53203125	2.98671875	2.15234375	2.344010417	2.290364583	2.980989583	2.101302083	1.67265625	8.363802083	1.958072917	2.160677083
2	2.3921875	2.5625	2.413020833	2.483854167	2.152083333	2.829166667	2.4828125	2.841145833	1.979166667	2.7546875	2.45	2.081770833	1.90625	2.672395833	2.705729167	2.019270833	1.727083333	4.96875	2.072916667	2.291666667
2	2.613541667	3.130208333	1.997395833	2.183854167	1.780729167	2.302083333	2.030208333	2.45	1.9734375	2.7609375	2.765625	2.015625	2.46875	2.061458333	1.574479167	2.177604167	1.989583333	3.503125	1.864583333	2.488541667
2	2.221875	3.369270833	2.249479167	2.260416667	1.786458333	2.320833333	2.00625	2.493229167	1.9046875	2.763541667	2.803645833	2.083854167	2.684895833	1.865625	1.592708333	2.208333333	2.009375	3.642708333	1.752083333	2.528125
2	2.492708333	2.59375	1.815104167	1.947916667	1.491666667	1.703125	2.0171875	2.454166667	1.483333333	2.2078125	2.5515625	1.591666667	1.890625	1.991666667	1.609895833	2.151041667	1.904166667	1.749479167	1.34375	2.038541667
2	2.4515625	2.6640625	2.278645833	2.055208333	1.8515625	2.568229167	1.720833333	2.396875	1.961979167	3.075	2.883854167	1.78125	2.427083333	2.034375	1.6421875	1.8859375	1.923958333	2.1796875	1.746875	2.7328125
2	3.899479167	3.368229167	2.816666667	3.04375	2.546354167	3.230729167	3.105729167	3.371354167	2.632291667	5.333333333	4.076041667	3.140104167	3.554166667	3.267708333	3.079166667	2.85625	2.809375	2.8921875	3.555729167	4.097395833
2	1.869270833	2.2921875	2.519270833	2.999479167	1.878125	2.169270833	2.598958333	2.709375	2.347395833	2.890104167	3.446875	2.330208333	2.220833333	3.183333333	3.274479167	2.568229167	2.300520833	3.988541667	2.906770833	2.5515625
2	1.75859375	1.729427083	2.532552083	1.763802083	1.90078125	2.15390625	1.877864583	2.59296875	1.88359375	2.64609375	2.81171875	1.923177083	1.851302083	1.567447917	1.987239583	2.12578125	1.36484375	1.826822917	1.247135417	2.112239583
2	1.959114583	1.82265625	3.479947917	3.319010417	1.829427083	2.394010417	2.756510417	2.370572917	2.48828125	3.82578125	3.40546875	2.386197917	2.140364583	3.085677083	2.20859375	2.484635417	1.962239583	2.354947917	2.123697917	3.021614583
2	2.078385417	2.552864583	2.219010417	3.779947917	1.854427083	2.061197917	3.27734375	3.708072917	2.19453125	3.25390625	3.538802083	2.248177083	2.423697917	1.862760417	1.582552083	2.122135417	1.843489583	1.988802083	1.451822917	2.83984375
2	2.37265625	1.823697917	2.325260417	3.005989583	1.706510417	3.187239583	2.720572917	2.51015625	2.058072917	3.162239583	3.16015625	2.387760417	2.60078125	1.945052083	3.023177083	1.868489583	1.558072917	2.89609375	1.429427083	3.134635417
2	2.157552083	1.590364583	2.152864583	1.67734375	2.879427083	1.837239583	1.703385417	1.870572917	1.450260417	2.171614583	2.124739583	1.55859375	1.42734375	1.707552083	2.227864583	2.32421875	1.58515625	1.881510417	1.269010417	2.120052083
2	1.92265625	2.292447917	3.22578125	3.26953125	1.952864583	2.12890625	2.815364583	2.548177083	2.28828125	3.451302083	3.740885417	2.473697917	2.67890625	2.998177083	2.153385417	2.358072917	2.023177083	3.139322917	2.587760417	2.716927083
2	2.023958333	2.377604167	2.334895833	2.735416667	1.927604167	2.984895833	2.664583333	3.2359375	2.521875	3.677604167	2.918229167	1.9328125	3.169270833	3.66875	3.090625	2.007291667	1.838020833	3.167708333	2.738541667	3.156770833
2	1.51875	2.1609375	2.6546875	2.513020833	1.7859375	2.503125	2.786979167	2.405208333	1.9015625	2.909895833	2.566666667	2.384375	1.913541667	2.371875	2.503645833	2.145833333	1.8484375	2.114583333	1.8109375	2.588541667
2	4.218489583	3.579947917	2.969010417	3.268489583	2.542447917	3.31171875	3.49765625	3.846614583	2.85859375	5.738802083	4.38046875	3.170572917	3.969010417	3.436197917	3.25546875	3.16328125	3.06328125	3.09453125	3.691927083	4.299739583
